"HolderAddress","Balance","PendingBalanceUpdate"
"0x3b7de7ab6c2eb080b360156e89f1a0593abef28c","622,523.013506101","No"
"0xdb6218d65b273f10801c5162c3511511f45ecc20","621,312.488457474","No"
"0xf5047b90cdc4168f2c3014c60f4436145e2485d0","619,712.173875611","No"
"0x8b78426fbdc8a8b8286452b48486cc206e6e9487","617,281.241897483","No"
"0xd87ec61ef43ede5f7feef948d3fee2fa925780b3","613,869.421118949","No"
"0x47cead671c1ebc4b0713b335a4877dabda433de1","613,192.773395487","No"
"0xce4ff92392e271efd8967f822449c2b4dc64a74e","609,534.346486768","No"
"0xe58197ae55771b1cededf7711a69eea95c542167","609,005.248037341","No"
"0x6e9245f6246af58bf09c9f87f3a03d1be3002cfd","608,841.051334789","No"
"0x37b3a8268073c6babcaa59715b1d2ffc3cb96e07","608,529.727758875","No"
"0x25c9af57507c67966edd16e54b5784b7845fc889","608,525.450206496","No"
"0x968756e84e5d05e0f818c655e24f1c4d092d6f7b","607,288.814018216","No"
"0xc408e19332006b85073de9f2241c4981bad31d2d","604,181.167979399","No"
"0xa5764f419ddb4bbe21582073717beae8d98e4247","603,884.161238021","No"
"0xa8bacd46cb409abd374cd44130162f714cdc9664","603,179.608404592","No"
"0xe5293f48bf10e9db81d52ed90eef9c4005ecb18e","602,643.094417821","No"
"0x366fe2ba3aa3e7a8480f00eb046d0968723bcc9c","602,427.720426292","No"
"0x837eedfc821d76f48066d9e4135442b5008591eb","602,245.269651821","No"
"0x49b7e5f82229e68fb4c7581fa80f61a4fef530be","601,129.530883854","No"
"0x70cbc0801525457d340d1a55cd18de72f1560693","600,259.39506399","No"
"0x888551dc348d2261040ba10343ef673c88de135e","599,383.921557427","No"
"0x7463c0f7af27df28a5ccfd6dcbb8a27f763dd823","598,841.132635916","No"
"0xe8bff57f49538b3e8f956759609e864d89bcf5bc","598,107.886317807","No"
"0x64521610ca08a9541b73977756386e4cd8842c7b","597,545.597597436","No"
"0x9ac0fd1b5f11ae0b93ccb386a4ec6881e4a7fcca","595,504.492774779","No"
"0x8310ad53d43014552eee4f1a5f36898e1cef4c4d","595,477.455717552","No"
"0x5ee1493a09a04b3622113909ed6ab57aa5b7a512","593,841.593031944","No"
"0x27aa1385b958d2df17ffa1274d5306e15da5ef8a","593,792.325677958","No"
"0x8f5a6fcd44cc376305b80c0450012c9ea175fc80","593,177.60914831","No"
"0x13fd4a07f7dd515b586db1bded5077a98c4c7829","593,070.078145582","No"
"0x4248171bc73d06bbb043e8009b2acc15f177764f","589,646.446243107","No"
"0xe5e9064cbd5d5a6faaa0efecb7c79062233b5f21","589,463.986965414","No"
"0x7e449442cfc60c82d30d5d055c304d9f188a30ea","588,210.254631748","No"
"0xca12c9b9c4e23accd6be7a15342488280cec4f5e","587,700.85561146","No"
"0xe988a3f8a3a1736f78cb49d52143a5cf745c60d5","585,733.846711219","No"
"0x7921d1a3f97006beb15333554ae59adddfcddc6b","585,141.491285429","No"
"0x2c2f0ebfd97238241d5f0767368ef715e9ed8fa7","583,986.259034631","No"
"0xced5b808aa67e74bc8643e336875cf01742ff5d8","583,674.881040005","No"
"0x066c699d29b6af0e89ac61c474e2feb1aa65dbaa","583,186.401334683","No"
"0xfe2f78865835168c40d76537c10b5c8929c704f6","581,165.4396596","No"
"0xd5b2319711ada736b7d54893c8ebba07be7fcbf8","579,536.876063984","No"
"0xe1ecf8ef96a4a01e1cb713321564530dc3165a8c","578,865.349704027","No"
"0x5fdab8d9a104709b5b0d821c93c01ffd4e993690","575,929.360299165","No"
"0xe470686a5ddb25d7caa9a951e0a847b2795cbdcb","574,964.210182335","No"
"0x710091fdcedfdd2c06a35d9b4ce2e2d9e886d4bc","574,627.925485115","No"
"0x1f4c655040e140fad10a2a5b4ebbc914018479a3","573,357.158201742","No"
"0x8b6d727fe2cc7fa2e352f8d9b453831cb15f7515","572,917.901367714","No"
"0x0f4af770ced613b9e348b78b231a4b360385f1c3","570,747.341298557","No"
"0x5742c0466531da6cd5322c61558fde081ae83b53","570,017.990907264","No"
"0xbb68045d6a390f41af752e7e0602bb622d0d8165","568,001.175417283","No"
"0x592fee03d7585740deeb6f380a3c3d14be67c298","567,901.213017605","No"
"0x052f8763c4838170a0863691fe73bd8593e054bd","566,337.380224228","No"
"0x984a0e93762306571eadaea7b3f1e4f710c9d1b2","565,616.227539","No"
"0xb3c9a77c42ea46c92616047ad23030216af14b17","564,999.176746442","No"
"0xee6829304cb20f769c3521a360b700fa062877d2","563,143.83850715","No"
"0x702fe48232d8d621ebaf89d7aaa83c65ec7bd179","562,130.761219849","No"
"0x6b1fdb87e94376a676027eb12b8146fa078f8ead","561,280.670934102","No"
"0x878b72f77601bc01e45ac949c20f4a75c09f97bd","560,683.725481587","No"
"0x32397634a73e754ca5c97debec13c787f531e6e1","560,547.980737221","No"
"0xfa881accb29421952c03873a411c18994c04e5fd","555,588.254193987","No"
"0x52bbf13956a2837053c2ee918e5bdf5d948c87d6","555,036.623987481","No"
"0x1bb5782658c8d4a72e475a0c4b67bd8ca9456a6d","554,466.641771116","No"
"0xd43ccb35fb3cca1c070bcc7dbbcc614d0c52c982","553,370.255572926","No"
"0xdf05088144cb6e04a630f3f7b1b7c5683fa26320","552,373.088503901","No"
"0x5d725a078fe58a5d91b3d0af8b7324cd7eebbbd5","552,142.38506079","No"
"0xc1bc3c3c4e316282d9212a28328f2d9377cc61b3","550,372.091674475","No"
"0xd4f37cdca5c8256dcaf6f4ec38101ce22436ba47","549,491.137631224","No"
"0xef68a92857feadf52bcb6d1c225c221bc4de84b5","547,551.740486918","No"
"0xcbfde09c127e4bd222d05de74ef5541143652710","545,160.012072489","No"
"0x28a5eaee9da7cf15d5cf772c87aca475e23ce022","542,592.413071875","No"
"0xda849dde4d7b6284cb0eff5ae135cc3eb1e7c546","540,539.884696662","No"
"0x6b198e86d79b88d064903c9c6aed5f9512fdf9de","540,283.105304633","No"
"0x0792b0ed5abd4d66a99489368c45417fb65ceeab","540,000.807282905","No"
"0xd2987762e8b051cd8b780c792cd34ba8599598e2","539,802.747833351","No"
"0x95cb1b69b9de8503c4f9b0fd9103bf284e8fc2a5","539,338.250036053","No"
"0xb562d657f6cd142b12696a96ef04735e40d02f13","534,756.550933362","No"
"0xebc3f4c98f78c8e7937d3a3509dd2466c17687a9","534,616.897268867","No"
"0x926facff160e4a0f9e7e24abf50eb4b8af229243","534,593.750351369","No"
"0x6aed40bfed5a64a72207e739cd744b8357a9cf69","533,940.151403098","No"
"0x5943aef8c1c96604cfd84e6d0f2be40c9fdd9871","533,525.897025355","No"
"0xe2e457eada710ecdf9a01080f7a010d31e338553","532,497.210408389","No"
"0xb9ca3a87a4f834c5d9faee84b5fc0c5b5888c9a0","531,886.699403272","No"
"0x05d6c98a307618f2f4a809405abd58fea701a76c","531,496.357486534","No"
"0x2b54d5fe682153a01e593b1ab03e436491104bc9","531,066.681107204","No"
"0x702cd2cf946e4e46d025934d2430e461fc9ba83b","530,404.176930622","No"
"0xe0b2305f7ed4ae3f05a8006a6ee1650675e50b4e","529,757.053275493","No"
"0x6a1ed928889b9d54999ecfda110b9250b9d0110e","528,847.173329692","No"
"0x22e15c536448c77d97ecb9c52ee949a59e2447e8","526,195.691957423","No"
"0x142fc6ec6f03fd591ac5342600f33e3e15f9d7db","524,679.912760075","No"
"0xe918ff56e8da6fa586aee59961caceddbcabfad8","523,942.129852016","No"
"0x1dd9438351562a095e8c8a76eab11f8321abb3d9","523,925.373696057","No"
"0x81d45c55e56aea665fe4aa2d761dc3daae38d1ac","523,710.022898171","No"
"0x6fdaa59e48ea07aee4364f28593ea6e56170fdae","523,525.184440526","No"
"0x3a4c6378175d729a53697ac6854263df9b190ee2","523,517.082330613","No"
"0x5657441f46cba4f2684c751602b4aeaf19e42d9f","523,369.897437167","No"
"0xe50c214727c5f925a7307e21056dbede794cd40f","523,108.896446011","No"
"0x508fe1179204bc5726d3a0359cb12048267e86c8","521,795.93817631","No"
"0xccc45fa6898805d75e70d87e882d1a2f3f5ec5db","520,427.493446472","No"
"0x92faa84e7542eab9198ebbefd78d3d1885ce01c2","520,400.88566102","No"
"0x9a0803c391355b7e191c3f4d46e67fce56af57de","519,969.95264503","No"
"0xece7b8d9a4a3f916dfabc95f03801b80ce790e95","518,855.746333296","No"
"0xf50963d241fe2848923d3259fa8a93c27666d0e0","518,448.912318908","No"
"0x9da40b980e7bd69df09c8a366070fde20bcff48c","517,667.351548598","No"
"0x78aa4e3c1c6792fcde8dfdfd43139facaf7dc70c","517,313.857078514","No"
"0xabe6c5a236461d269afccf5825bf507fc44beae4","515,604.066200699","No"
"0x940c85826b92c2898027056b6ab29c8918638ed5","514,800.652076376","No"
"0x7b0fcf2d3e220fca81e772d2903141f6158b471b","514,277.877124401","No"
"0x7112a282b2d2166ef7933a5bfa9d808c6d0bc663","512,269.86575638","No"
"0x689a91f0668149f2e0588ba5e33ef43cea11d856","512,121.007490805","No"
"0x6902ce1301227fb139a0e8c7011ad261b9f0a3e7","510,324.535609173","No"
"0x7c9345431ee7a6d0158db140bfbba216bf18ddb7","509,179.314042146","No"
"0x37b4a387ab4e2d8a9ee793edf50b455eb9a4b8be","507,046.327886827","No"
"0xe9abf87a60610849abba610e14ab4bd60f11a43f","506,131.079293677","No"
"0xeab2a02ea599c2ea16a327e58f5142e97a4ccba5","505,567.568954606","No"
"0xe37b4e3b08cee82833ee99c5b6e4188293efc256","505,562.418203093","No"
"0x1d078ae13c89b9de1e9b24bfe184b64ae6e72f2a","503,693.994703218","No"
"0xf27eb4aafdcecf9747b75d82fa6b6def5569062a","503,665.928029061","No"
"0x5136d390d4975ea6b5eff6b02f6f94ce4738b537","501,706.877840872","No"
"0x88491ad48f7fe6925ce2ac0e16c258aac3b0fa70","501,660.644696912","No"
"0xdf01ac41d96cb1029945c760fef273d64e33b260","501,635.99211418","No"
"0xf313a32cadd34d27463d8653149e33844a1ef918","500,476.99811477","No"
"0x220b727e558585f09d2071170682778a6ca5a7c5","500,341.797466414","No"
"0x260fcd4743867ae76b6aa0f45296191fa87c8aec","500,000.657778987","No"
"0xfd095a925cae94d986a73bc7c65bd69acb1fc2ed","500,000.634985377","No"
"0xff7eaa65741e353c9a75fd327a1b94bd02e7dec2","500,000","No"
"0x0d2299000cd6ea0ff36b4de9402770443f3faea1","499,780.93048414","No"
"0xe802c9724cd71b72b4b38cee727754a37291a3ff","499,500.530950361","No"
"0xc04efe2959ea4a8a4939074d37545cb3ed2ef7b4","498,953.254065508","No"
"0xf1eb479d3a6025620c0802b511483097758805b6","497,636.144723377","No"
"0x99bfdf900ae11cf400a656e73448a7d48fd81b68","497,510.120813494","No"
"0x6a86df11f03dda99f0f1f2198a2decc949a0f0b7","497,035.911669982","No"
"0x7843bca95987ccedc40a4cbe055b9729ce3ec586","496,027.462550142","No"
"0xf647f60d4a3fecc359bc5f792ecde6df80979658","495,800","No"
"0xbe671298f0055be9a1ec465d5ca0be95bed5081c","495,600","No"
"0x1f957b0d31a1fc0f9ab31f557d312df1cc0c1cc8","495,247.710801059","No"
"0x72691fc836e48ba0f357c77760d0b0ca0ae3f046","495,002.348885217","No"
"0x3fbbe9c7d0cbf087d75455c6c2be1ece7b685487","494,747.283961106","No"
"0xf0ebbfac7d64b6490164a87fd913d5b33a5a5873","494,665.199511668","No"
"0xecd8eb4afcf9846403a73ac242c239c006cfcd6f","494,456.364518178","No"
"0x0c53b0f9c05bd1d9646afc120ba0f9ca5671acc3","490,450","No"
"0xa1b03efb03d3fdb74663b21516ff13d1e852bd26","490,342.302255944","No"
"0xd3a5c2bb46079ccd9892f83fb05b7c8ad34b4a63","489,340.126274666","No"
"0x5c7a65c5967e9670a512adaf305c17555f34cc56","488,402.028524425","No"
"0x8bbc71bf16675aec6ca0f432ede7b4048fd77d0b","484,260.844670454","No"
"0xff4343720df186d690814e955d72e2fd7f03552c","484,016.964614478","No"
"0xa7e8fba9e6aef71557f76fb19c0250d2f6bd2c95","483,914.436090298","No"
"0xaf3e5fba941e11caa5837f7bb8ad6e46b548a9f6","483,022.695917948","No"
"0x54df0ffb5c7fefd5766fc982f2e007be27ac1fd9","481,280.772785376","No"
"0x17e4e3e9591998ad988627f3a11b61c459568cee","480,752.993999425","No"
"0x8eeb626926d8a4c7a51ff8eab397ea71bfb586e3","479,303.774229652","No"
"0xc696a183adc16a13f607bfaf10aa70ecc886834a","476,643.88893225","No"
"0xabea67a009838d740f3e643f2bf2827737a7c6d5","476,332.229477329","No"
"0x0d6f770e202bf51c699d69e4c4fad8df8379d12d","475,120.205864341","No"
"0x720f06ffe6407db29ddc80716fc64df8118da5cb","474,887.522253651","No"
"0x7b7c31f6997adcb2f8889b6ebbc31a5355a4e5ce","474,259.669986636","No"
"0xdbfc245f9571633ef2313f438edc2e80fcefc2ce","473,277.470067147","No"
"0x545960151d7eca61070a47a4004a09e803d87394","471,956.067827138","No"
"0x5aa89f289f7e3a28c12aba4e8ac6141e82db2d30","471,567.784422882","No"
"0x33273625dbd90ea2af80363ee7c601aca463757a","471,019.80619363","No"
"0xd0b74437dc57440dcd8eb2b7ae3415c234c14ccd","470,719.551280867","No"
"0x52c3f8da0747d8c3dbb486671cfd6012fa78779a","468,896.929576925","No"
"0x1484388c0aacbfb8bf4454b8a476cadfdebc358d","467,078.647432397","No"
"0x3066684147c3e6bd6c8630009f2745489d1d824e","466,909.971827591","No"
"0x9c7a553eecf5698f96b866efec89761d2c20affb","466,830.308566951","No"
"0xe3c0ce793f2fc7e2d2e67f6785b4213f12d2f0d9","466,466.131787805","No"
"0xa06037b19b326be3e97964747c1c0d67b13eb4d1","464,619.069290017","No"
"0xff4b19ebc4e563e0ed60008d523114bea9f2e5f4","464,017.31627242","No"
"0xd38f228697b70f1316c3b6953857244f90280742","463,375.761529661","No"
"0xb4af628847c38028f09fe6aedf9d812387ba1b24","460,855.434976775","No"
"0x4cd0c748719244d10789467142bb576147363606","460,281.803983124","No"
"0x52c0bce0002fbc2e702947d5736942b95a01462d","460,000.243300165","No"
"0x69511c363d80610a1aa7b3f397e4bd18b0f5137c","458,450.321888642","No"
"0x6ce7619e90ce6f025dbb64a97f32ce37a591cc41","457,227.303671769","No"
"0x3aade346b58c45d0e7e9ca240ec91b8ffd83daf1","455,368.85544699","No"
"0xf7b75b31d88715fbff5e13f85507f7f7a023550b","455,211.725192677","No"
"0x671b3b3f364ea93b28438ab40b121dbca3a52d4e","455,102.43097516","No"
"0xb4637fc2aa863a5bed432fba88789516c58a83fe","454,729.414013223","No"
"0x37188deb3592e383a174f2ab00760cc50e3b0d3d","454,269.886208704","No"
"0x1508aeacef44d2ccc5b69b3d3e5a8138fef41c57","454,011.54598231","No"
"0x2c085c4312661ff9cd0981ce4c059bef87c6dde3","452,054.352833662","No"
"0x33137e0c4bbf312fae25b9678bd4fe6e24d8e9c6","451,295.478469465","No"
"0x04bda42de3bc32abb00df46004204424d4cf8287","450,057.685293472","No"
"0x12abfdedfa7aadb3b7ce593fcdacd29daf8948c4","449,178","No"
"0x6c148e945027802e3bc6cc92dea7e84617043de7","448,410.157155774","No"
"0x13e9b1464c0ab81be70d2cdbdf80fec72e9e1a92","447,625.312299372","No"
"0xfaa49af63a188adcb38ad575a63d6490e86af523","447,229.23058671","No"
"0x86842b7b80d36fb22a4d49537d214e28601cc6d1","445,947.09644676","No"
"0xe8093018de2ab2d3f68041f3910d8b8d89d7eb89","445,350.062979453","No"
"0x0488ef44731d271218d23235220a516f7ac0f353","445,101.470670966","No"
"0x684e319e698e3ceeafb878ce19a0c9cadf385087","444,326.338649299","No"
"0x56de2c53236fc40979dd25597eb2369a4c75b7e0","444,234.220362788","No"
"0x3a608fd05cf73612eaa9181cb3bc92238d888903","443,770.740343997","No"
"0xd5c94c7f40e8384375a3bf5b2d47fbbf10cd7203","442,027.506593783","No"
"0x76059b25320de9313aec72762ea112d39bb7b466","439,850.387934262","No"
"0x9ca0a787d56f976cf9c1079038988df7b256c64c","439,019.128969783","No"
"0xf7b928f63a9fa152acd735832d000922ae7bf71a","438,852.513492443","No"
"0x64cb31cbd706fac7012ba15f8fdf745e1eac0328","438,717.905648607","No"
"0xd5e0b4a0ea825793ada6db1e27c8cdef929e8e1a","437,770.158868613","No"
"0x402f2384eed6c5340ffc0cd1efe1d0a192599be3","436,272.731668547","No"
"0x0f3527d903d11a24273df600e9222be204185952","435,444.478947869","No"
"0x5f3de3bfe50151387c8bd1de4778dd77e2815959","434,994.966769423","No"
"0x7e1ba6f97a44f7df3e9f5fd9beb5efabe99e71f2","434,579.959240028","No"
"0x4fe7fc343f999c6e8608d16c635e3f236283f998","434,340","No"
"0x0124b347c04aece5f4684049361682302069a38e","433,771.228735614","No"
"0x84da0f6bb99a247a7f1f72c658e8f142ddf70a48","432,902.636138045","No"
"0x2ea9f4da3b70a17d17bf7425b3da7a97e70bf95d","432,830.330598277","No"
"0x797978bb291a206f7e9c1e63282d3c03b2cf02aa","428,292.405910336","No"
"0xd711742c3392789d34231b94387445f40ad7a923","427,610.2345405","No"
"0x31d82d5437904134f0a5c288cd4f779eae5a9dbf","427,497.691492903","No"
"0x5bba45f9017a9ba7f238c329fa9741e0ba1fd7eb","426,709.904401731","No"
"0x49d0626fced7e5dc7142fdbe9ecbda4d95ca8bfc","426,475.693009581","No"
"0x7e072b70e6000b3326acbb0318d2bf20672323e3","424,897.404881186","No"
"0x811c60931af591ac50c71afeda4127d19115cbb4","423,937.309755982","No"
"0x767b1910ce647592fae5502dd7fb78d29c346b4a","423,598.615630916","No"
"0x780b186b7f1c0bbbbd5496ed019bfd730aa05546","423,327.16607396","No"
"0xd2b3a2fe0bc442df97a8dadf04012534428fe37d","422,596.993063965","No"
"0x36018ab1f10dd919c5b7eadd65699b614c261c10","422,044.754731888","No"
"0x5435d9ff35bedb3bf3846dbe24ee5b60d02e0f76","421,342.50996249","No"
"0x0f4b783fb54ce531f82197111094ec3a6b899c38","420,721.730409089","No"
"0xe11b16874af879e1a86468227a0ea6fc7498d2ec","420,255.703405495","No"
"0x891a354219d8df5edf0fd52d8ec788467df69fc9","417,741.566063286","No"
"0x176e40d5287d3418b9af03902dd8a9fc4da91503","417,473.220802774","No"
"0x52c8daa0482317f74ba14527ff7851ab92272d7a","417,383.750605834","No"
"0x7429721a637233456c678441b00a5562d72fd92b","417,224.712319346","No"
"0xc4da0888d11f1a2b4d8d04fc5daba1ffd6e9a6ce","416,922.40037135","No"
"0x1c80aef4905b14bf006e0d371f0d9fada1073e7e","416,558.87586196","No"
"0xeeff677bb737a997240adeeae214907c790b5404","414,925.588786598","No"
"0x64525709951da3f5b7ce6d21a07f36665dd26fc1","414,761.204163799","No"
"0x3b91b3047426a53825881617c9f0bce39d91fa3c","413,793.646743157","No"
"0x14e83e69a1cfcfaf81362c76b7cc196ed3f5d167","412,970.401815469","No"
"0x61d7308d99d6e73d727a9407c2f9b811ee7c9535","412,596.835754083","No"
"0xcbead15a763b314062b07f326afda33ee259151a","410,948.869063261","No"
"0x7f2a4c6038f43aa8f634190dcda9c92947591203","410,808.743215916","No"
"0x45bbf1830ec3733c7e05058c4c892c91c30a7645","410,531.572353883","No"
"0x4f79b2504baea34693b5b0400eeb0257ba6c08e4","410,124.584734706","No"
"0x9fd40db3b3ee4806999551de22f56ce341432adb","409,765.74233672","No"
"0x12f533070c4c1b492aae2f9d15e7bbe4849c983b","409,209.847795055","No"
"0xd09c35461517eb83602f0439a3238b2d91100d3d","408,823.091447941","No"
"0x3520f1c9239b04cc6d35f66a01f0ab540b3508e3","406,454.449140007","No"
"0x696854cdd5c8229056a112d3feea042f41c1eb09","403,558.148499319","No"
"0xa0fb4288b730179b2906881c9a26d5ba457cc3c7","401,671.621320626","No"
"0x7d8dea58fa8fa974322506bc74dea4bdda1e2a82","401,076.796618853","No"
"0xd8ca90b87fde0429d5c038c25aadcbbedafdfc49","400,089.813056408","No"
"0xd560f85989535463b1044512f735ea4c82a753e8","398,994.507993133","No"
"0xef80e69784255f946b8e4a56c2fd0a6d7ced9f8f","397,412.50792956","No"
"0x05f2becbc05780c96ae573f9858cbb77fbd499ce","397,307.671224491","No"
"0x0fe66ffd7e95e78bbc14c5c592efca40875ec871","397,218.721181438","No"
"0x11c754391a4c9364b97a7a902822ed99a08d0ac2","395,515.052390913","No"
"0xad59e3c6123b3d24691265f7747fb5dadfb1a9a1","394,903.575057026","No"
"0x6041b9cdc6b309589420bd1306c5bce0a1c32e1a","393,903.51952299","No"
"0x1bda475a467b97523e5ff4009bf2676738bc1597","393,478.320004527","No"
"0x46a0218a7014e8cc56e6b40ff9093a975f3683d6","391,797.620403325","No"
"0x435253b06884798cb1dde68d36a11aa4b06f6935","389,653.069724427","No"
"0x323ab39898d9d2d2b1432e4cf97631b904604d22","389,428.026967333","No"
"0xfffcbac926c75874e1a23632a246d73861ba7fd4","387,584.453474754","No"
"0x58e9f926e649beaa629ec5c910d8ad3d6d174bb6","386,075.135038872","No"
"0x7c42a01cd56821a9913fdd7632d307e77bfee630","385,907.748803274","No"
"0x8b56a21ad5e6b1ef3973c483b8502405300e34c2","384,906.997202159","No"
"0x6741d3f80ca62de159048782e26671621cbfee55","384,574.832912064","No"
"0x7f803b2631988e7338902e9e73cb73f05de8f9fb","384,085.962216233","No"
"0x43925203851333b870a23c465fd003dceb5ecb91","383,387.223683354","No"
"0xc5c5d3b7be416b78839b8793a5f9ec973c95de1a","383,247.069809214","No"
"0x907cf7463148b3d8f83d3a4c4f9646e2c25d28ee","380,776.810067626","No"
"0xd5c5e05b85552f29e439c0b4dc0683e1cf0922ca","380,720.596799679","No"
"0xfd6df5a4371b65466ae0d0d015aec7511948c11a","380,077.552498134","No"
"0xed33848077663d0f76931d148bc03e2a081f4f11","379,260.331147561","No"
"0x1a7ae3ab1086166c1a7adbeb34609c3d25eb20ec","374,922.156483041","No"
"0x9255c08ed5f12fe0d8b2346158fb9c34b72714bc","374,713.934638166","No"
"0x69da82614708d03e2f0ce1a9f3f1fb08eb77aacf","373,835.328389376","No"
"0x73c3dc9edab30c70ca76bd45ea3ac623e8c67e15","373,455.392449706","No"
"0x3bddcb28ced1e46c548680372eebad09e5927540","372,000.696198102","No"
"0x2fa3b75c35b11049590596c20b9d7542272efa84","371,914.364884344","No"
"0x62cc183ef1b4a777fdb948665ef3a871ec5f6dd9","371,658.47320001","No"
"0xa94acce4e66506723f6d0775764bb571d3b31da5","371,487.61153559","No"
"0xb2103e147003e20f79ebff17e447587b11d7b1d0","370,786.583141312","No"
"0xf92fcdc4718b4b31d7b3312806303237b882f6ca","370,165.838562477","No"
"0x2d620cdc714cdbb16977d1c06b11439170e027dd","370,009.270498507","No"
"0xe63d73f82ebfd4c8ac294b0375de5ef606b89079","369,667.822801832","No"
"0xc1612baffd9ae385b5eaeb7f3e1f1b051c3c4816","368,000.155728059","No"
"0x9849e60c2371ae575523d001acfde6ab0c53b4a6","367,867.227124903","No"
"0x1fd6afc81c877d8612dbd373dca6ffe831adfc16","367,477.916930565","No"
"0xa429bb8eb9c8a925aca700687fdaac8e933ddaa7","367,420.64685965","No"
"0x9fafe950c412d14abef51c73a3cea4a1c4edc68f","366,186.271812222","No"
"0xba21298baa01eaa8fe755cfd2835374bafb249c7","366,106.512013289","No"
"0x5759243faaac81610c5725c1bd34b7613bce4f30","365,359.821403152","No"
"0xf1c98319ecaf263a6ee2a1fb5fe24c46eb1d2c0a","365,073.156162283","No"
"0xf8fc63200e181439823251020d691312fdcf5090","364,743.739779242","No"
"0x18b9a8ee51d82ab72ed02ec66944011f234e9bc7","364,574.103863104","No"
"0x4526a1d8bd69ec1446c09c3cccaeffbc4dc9f035","364,292.293268884","No"
"0x497d51f27d4b5015c2e679a1c3f0c3f768396aaa","364,000","No"
"0x480b06c1caa625daabf1a884dfea0400834312bc","363,187.143896787","No"
"0xf8d5700db28b1c03a58836f0f286ae5e47c8c50d","362,515.618955465","No"
"0xac8a8cefec10d4fbd173f91d9c1ef249a98668d2","362,492.275177956","No"
"0x9f380d2145fb54d9320403d8619853c0a5554f39","362,397.971039827","No"
"0xbaabc8dd5cf38dd6d0f84426eb04be7db7a0da51","362,162.837977761","No"
"0x194e9ef98ea15cc39547af183b27e4405cc2a7a5","361,638.834667144","No"
"0xed5b72f4d0710aeb6e3eae36730ef17bf4e1c1c9","360,454.786020942","No"
"0xb7b9651d005bde79456ed31d395a76892d22ef00","360,018.359402469","No"
"0x2b185c762f6fb49a07116ec06b238b58fe2bec53","359,347.025632015","No"
"0xf8d085779c55065159a34e4971c026f974442c01","358,278.307839553","No"
"0x34d44302f5b66ac01e65e3ce0a25ebb8d5316749","357,740.237853526","No"
"0x9f24834e45ba764aef756bfaddd2ccd8de901e83","357,019.024916342","No"
"0xa702dbd744897821a0191b067995cc38a499f365","356,542.521014311","No"
"0xc0f51bf5d93e0014ffeded0d11d7cd4ca04dfbf8","356,389.612050354","No"
"0x40f47181cbe0a52735e6aa36a1aaeb1b169dada6","354,914.5627835","No"
"0x4ec7c920f58583b9d522c086ad97cd4430ed51cd","354,734.203368329","No"
"0xc60c38ff20e38d5ef658f62c212969576147613c","353,435.936211492","No"
"0x46abe678d316cd6087a9435a4d3f1fc494bc0b56","352,778.478399319","No"
"0xe2ae520721878ae2a88c4fd378b6e734a4d35b74","352,614.358856996","No"
"0xf8118305b29b1e63379449a2593931c545d6cd98","352,472.332478791","No"
"0x65594dcebcf9d23f357ee0081d1021b3ffc5ddd9","352,342.534793899","No"
"0x007bfbc4ef5a16ad827c80a5a61250a6c56a8407","352,300.432582582","No"
"0xd70a5919bc4b6515f3e2f64080334723410d774f","352,241.783111549","No"
"0xd885163586f5cc3364766210a8300cd4e6ffa081","350,000","No"
"0xb3f49d92b8f459add7c2a15e50aaa4f712452a6a","349,936.812487481","No"
"0x9a81cb5ecc5cc819d4a6485e686fed1d32c17e50","349,928.185291971","No"
"0x7dd0656ab61d0d976bd99ec4075fafb7cbd8deb6","349,490.208125478","No"
"0xab664537f5503f0751ff294ec76239931fa2babf","348,601.60486214","No"
"0x110c90a6f32c28d4566d37a5416461f665c96628","348,526.31343475","No"
"0xe8db247a171928a197e7e184b004d5de516e23c7","345,723.262146649","No"
"0x770bb76d55cd314cda41f494bf0ebaac0859242b","344,996.17240493","No"
"0xd298a4bb727e218d187057cbcf169e0b6fbb8449","344,507.749647928","No"
"0xf0bea3d9b26b0ee4f37f107b4deb2a42d47d5b65","344,471.909620514","No"
"0xbe868cc3a9cca129b7d42b7cf9abc49d27d0947e","344,171.107770534","No"
"0x590426ca0421cd6cd222c1133a83d08cac8c8c59","342,332.32778744","No"
"0x7a76116780d08b7061b0ff2dca869e81c837edd7","342,151.651857727","No"
"0xcf2793dbbcef57cfdd5801b403b1ad10c99b389e","341,706.930746925","No"
"0x03605af12b21976840999e0453f1d3aee2f650f0","341,490.821191076","No"
"0xfda0b014a67bff4f62f33bc61e9cab750661caa3","341,047.541601487","No"
"0xc61de7bed64dd33a7a3f5d05fec6d4c599141391","340,972.261878552","No"
"0xd8e9a832cb71953b3bb8f23c62dd617248725ea3","340,389.307048048","No"
"0x4919fbaa0694ef5eb0ac55be73996aed9428718b","340,000.040017255","No"
"0x09c8cec239299413678e8f2730ee145a7278eb22","339,990.942552394","No"
"0x0763a93f586d0e93531d972407d2950263564c2f","337,863.220211879","No"
"0xc69f1fd081052051e2fd98d31ae616f4b3e0f544","337,062.078954929","No"
"0xb6db013ee5e7ad28982169b4e36d594fb093726f","336,344.658037043","No"
"0xa219f044dc6d726f61249c7279ecfa457d6aaea2","334,399.007703609","No"
"0x5ee1b0d90b0d0c11fdd3eab63c15d7e1f4a21576","333,859.847899606","No"
"0x45d7ca8584715522c5d70dcf40cc5d7d325d78b1","333,238.039211306","No"
